32,TSU Tbilisi II,Olimpi Tbilisi II,6.4,11,1.13,,,,1.9,134.5,1.84,1.92,+11.5-,1.82,1.84,61.5,1.83,1.89,73.5,1.78,,-,-,,-
33,Hrvatski Dragovoljac,Osijek II,4.37,1.58,4.79,1.168,2.3,1.195,2.05,2.5,1.77,1.8,0,2.01,3.49,1.5,1.29,3.72,1.5,1.26,,,,,
34,Dubrava,Dugopolje,2.53,2.91,3.03,1.36,1.384,1.49,1.825,2,1.98,1.76,0,2.06,1.94,1,1.82,2.2,1,1.64,,,,,
35,AC Oulu,Ekenas,1.67,4.13,4.64,1.19,1.23,2.19,1.91,2.5,1.93,2.29,-1+,1.65,1.74,1.5,2.04,2.36,1,1.56,,,,,
36,Zeleznicar Pancevo,Zarkovo,1.44,4.11,7.7,1.07,1.216,2.688,1.965,2.5,1.84,1.88,-1+,1.93,1.68,1.5,2.14,1.69,0.5,2.12,,,,,
37,Elena-Teodora Cadar,Anna Klasen,2.04,-,1.78,,,,1.95,21.5,1.85,-,-,-,-,-,-,-,-,-,,-,-,-,
38,Havlickuv Brod U20,Chrudim U20,-,-,-,-,-,-,2.035,11.5,1.78,2.01,-6+,1.71,1.75,8.5,2.03,,,,-,-,-,,
39,Karlovy Vary U20,Rytiri Kladno U20,14.1,5.76,1.21,4.05,1.1,-,1.64,8,2.12,1.67,+2-,2.07,1.69,3,2.04,,,,-,-,-,,
40,Hvezda Prague U20,Kolin U20,3.83,4.44,1.71,2.07,1.19,1.24,1.84,10,1.86,1.96,+1-,1.75,2.03,4.5,1.75,,,,-,-,-,,
41,Tappara U20,Assat U20,1.77,5.04,3.28,1.312,1.152,1.992,2.05,8.5,1.77,1.984,-1+,1.73,1.86,4.5,1.9,,,,-,-,-,,
42,Lahti Pelicans U20,Jokerit U20,2.14,5.05,2.47,1.51,1.15,1.665,1.9,5.5,1.9,1.8,0,2.01,1.68,2.5,2.14,,,,-,-,-,,
43,Trebic U20,Varrior Brno U20,2.1,5.26,2.48,1.51,1.14,1.695,1.9,7.5,1.9,1.77,0,2.05,2.035,4,1.696,,,,-,-,-,,
44,Kristina Frolova,Irina Sharyi,4.07,-,1.2,,,,1.904,112.5,1.84,1.896,+13.5-,1.848,1.845,50.5,1.896,1.944,62.5,1.8,,-,-,-,
