25,Floreat Athena U20,Sorrento U20,1.92,3.12,4.36,2.12,4,1.72,3.03,-1+,1.38,1.62,2,2.24,1.82,1.5,1.95,,,,1.34,1.195,1.83,,
26,Fremantle City U20,Swan United U20,1.17,6.58,15.2,2.14,3,1.71,1.75,-1.5+,2.08,2.3,2.5,1.59,2.14,0.5,1.68,,,,1.096,-,4.63,,
27,ECU Joondalup U20,Perth U20,27,15.5,1.03,2.112,4,1.725,2.07,+2.5-,1.76,2.03,0.5,1.75,2.29,3.5,1.6,,,,-,9.93,-,,
28,The Gap (Women),Gold Coast United (Women),2.86,4.6,1.99,2.01,4.5,1.8,1.57,+1-,2.41,2.01,2,1.77,1.99,2.5,1.78,,,,1.18,1.77,1.395,,
29,Forrestfield United II,Western Knights II,10.3,5.94,1.24,1.83,3,1.975,1.95,+1.5-,1.85,1.73,0.5,2.06,2.22,2.5,1.63,,,,1.112,3.79,1.032,,
30,Adelaide Victory,Western Strikers,1.53,4.58,5.09,2.045,6,1.775,1.76,-1+,2.07,1.96,3.5,1.81,2.18,2.5,1.66,,,,1.18,1.15,2.42,,
31,Seaford Rangers,Adelaide Vipers,2.35,3.68,2.68,1.97,2.5,1.832,1.78,0,2.03,2.23,1.5,1.62,1.71,1,2.09,,,,1.26,1.44,1.56,,
32,Launceston United,Somerset,4.21,1.37,10,3.13,6.5,1.365,1.3,0,3.54,3.96,3.5,1.19,-,-,-,,,,2.97,1.035,1.21,,
33,Beachside,Taroona,29,17,1.02,2.11,2.5,1.725,1.66,+2-,2.22,2.98,0.5,1.37,3.62,2.5,1.27,,,,-,10.8,-,,
34,Kingborough Lions United,Devonport City Strikers,1.36,4.14,15,2.405,1.5,1.6,3.72,-1+,1.296,6.4,1.5,1.12,2.73,0.5,1.46,,,,1.256,1.03,3.285,,
35,Grulla Morioka,Imabari,3.5,3.5,2.01,2.11,2.5,1.725,2.62,0,1.49,2.38,1,1.56,2.12,1.5,1.69,,,,1.28,1.755,1.28,,
36,Bankstown Bruins,Manly Warringah Sea Eagles,-,-,-,1.85,155.5,1.95,1.92,+24.5-,1.88,1.86,65.5,1.9,1.93,90.5,1.83,-,,-,,,,76,
37,Mark Bogdanov,Vladislav Davidov,-,-,-,1.53,39.5,2.368,1.56,+6.5-,2.31,-,-,-,-,-,-,-,-,-,,,,,
38,Czech Republic Team,Germany Team,1.184,7.77,9.25,1.945,12,1.856,1.9,-2+,1.9,1.88,7,1.93,,,,-,,-,1.05,1.025,4.22,,-
39,Jokerit Team,Severstal Team,1.53,5.15,4.26,2.025,9,1.79,1.9,-1+,1.9,1.94,5,1.87,,,,-,,-,1.125,1.18,2.335,,-
40,Dmitry Nechaev,Alexei Saunin,1.11,-,5.72,1.864,104.5,1.875,1.87,-6.5+,1.87,1.86,54.5,1.88,1.89,49.5,1.85,-,-,-,,,,,
41,Stroitel,Torpedo,1.67,-,2.21,1.81,113.5,1.995,1.856,+1.5-,1.944,2.05,56.5,1.77,1.97,59.5,1.832,-,-,-,,,,,
42,Liverpool (4х4),Real (4х4),2.51,5,2.07,2.096,5,1.74,2.104,0,1.73,1.66,2,2.22,1.984,2.5,1.82,,,,1.136,1.67,1.464,,
43,Juventus (4х4),Manchester City (4х4),1.464,5.18,4.89,1.89,4.5,1.91,1.79,-1+,2.025,1.67,2.5,2.2,1.78,1.5,2.035,,,,1.125,1.14,2.512,,
44,Mercury (Women),Wings (Women),1.6,11.4,2.51,1.9,68.5,1.9,1.9,-3.5+,1.9,1.79,35.5,1.91,1.84,32.5,1.86,-,,-,,,,-,
45,Grandmaster,Black Panthers,-,-,-,-,-,-,-,-,-,-,-,-,,,,-,,-,-,-,-,,-
