,Unnamed: 0,Player 1,Player 2,1,X,2,1X,12,X2,Hcap.,1*,Hcap.*,2*,Total,O,U,Extras
538,19,Vojvodina,Mladost Lucani,2.05,2.5,5.5,1.13,1.5,1.73,-1.5,5.2,1.5,1.14,1.5,2.55,1.5,152.0
539,20,Dynamo Zagreb,NK Lokomotiva Zagreb,,,,,,,-3.5,2.35,3.5,1.53,3.5,1.67,2.08,114.0
540,21,Osijek-2,Orijent Rijeka,5.9,1.23,10.0,1.02,3.75,1.1,,,,,0.5,3.7,1.23,8.0
541,22,Pyramids,Talaea El Geish,10.0,5.4,1.28,3.5,1.13,1.03,1.5,1.7,-1.5,2.1,3.5,1.97,1.77,123.0
542,23,Al Jazeera,AL Sareeh,47.0,15.0,1.04,9.5,,,2.5,1.73,-2.5,2.05,4.5,2.5,1.5,71.0
543,24,Club Africain,Tataouine,3.7,2.95,2.12,1.65,1.35,1.23,1.5,1.06,-1.5,7.5,2.5,2.2,1.6,102.0
544,25,U.S. Monastir,Etoile Metlaoui,2.05,2.65,4.6,1.16,1.42,1.68,-1.5,4.6,1.5,1.16,1.5,2.08,1.65,164.0
545,26,Real DF,Capital DF,2.15,3.3,3.2,1.3,1.3,1.62,-1.5,4.4,1.5,1.17,1.5,1.57,2.25,182.0
546,27,Globo,Forka e Luz,1.04,12.0,76.0,,,8.5,-2.5,1.85,2.5,1.85,3.5,1.6,2.2,101.0
547,28,Toluca,UANL-Tigres,5.7,1.35,6.4,1.1,3.05,1.12,0.0,1.78,0.0,1.98,4.5,2.85,1.4,4.0
548,29,Chinandega U20,Okotal U20,,,,,,,5.5,1.73,-5.5,2.0,6.5,1.58,2.25,37.0
549,30,Cerro Largo,Atletico Rentistas,2.75,2.5,3.15,1.3,1.47,1.4,-1.5,7.1,1.5,1.06,3.5,2.2,1.6,96.0
550,31,Promex Harlem SC,LA Enterprises Bombers FC,5.1,4.2,1.55,2.3,1.19,1.13,1.5,1.35,-1.5,2.9,5.5,2.4,1.5,85.0
551,32,Kolubara (w),Masinac Nis (w),,,,,,,3.5,1.25,-3.5,3.65,3.5,3.05,1.33,2.0
552,33,Hammarby U19 (w),Segeltorps U19 (w),1.05,12.0,32.0,,,7.8,-2.5,1.7,2.5,2.02,4.5,1.85,1.85,49.0
553,34,Pavlenko (iNA) PSV,Zhukov (RUB) Liverpool,4.8,4.6,1.52,2.35,1.16,1.15,1.5,1.6,-1.5,2.2,3.5,1.7,2.02,121.0
554,35,Sassuolo (Carlwhizzer),Sampdoria (Specialist),1.33,4.2,11.0,1.01,1.19,3.05,-1.5,2.55,1.5,1.45,2.5,2.1,1.65,50.0
555,36,Napoli (Den1Bravo),Juventus (Miller),1.38,4.5,7.5,1.06,1.16,2.8,-1.5,2.65,1.5,1.43,2.5,1.65,2.1,
556,37,Fiorentina (Mistyeye),Parma Calcio 1913 (Walker),7.6,4.5,1.38,2.8,1.16,1.05,1.5,1.42,-1.5,2.65,2.5,1.75,1.95,7.0
557,38,NY Islanders,Was Capitals,,,,,,,,,,,,,,
558,39,Cal Flames,Dal Stars,5.0,4.3,1.58,2.3,1.2,1.15,1.5,1.57,-1.5,2.35,4.5,1.98,1.78,157.0
559,40,SKR Saint Petersburg,Verdikt Saint Petersburg,1.97,4.15,3.0,1.35,1.19,1.73,-1.5,2.8,1.5,1.38,5.5,1.65,2.1,93.0
560,41,Magistral Moscow,Ledyanyye Volki Moscow,5.3,3.4,1.67,2.07,1.27,1.12,1.5,1.4,-1.5,2.7,2.5,1.55,2.3,70.0
561,42,Lightning,Legenda-Meteor,2.35,4.3,2.4,1.5,1.18,1.53,-1.5,3.8,1.5,1.22,6.5,2.2,1.6,49.0
562,43,Vegas Golden Nights (Ryba Rybas),Washington Capitals (Dmitry_gavr13),6.9,4.4,1.4,2.75,1.17,1.07,1.5,1.55,-1.5,2.3,2.5,1.5,2.4,71.0
563,44,Buffalo Sabres (Shket),Florida Panthers (Zazabak),1.78,4.4,3.45,1.25,1.17,1.92,-1.5,2.5,1.5,1.45,5.5,2.13,1.64,96.0
564,45,Phoenix (w),Dallas (w),2.46,,1.48,,,,2.5,1.72,-2.5,2.0,176.5,1.9,1.8,4.0
565,46,Gezeret Al Ward (w),Olimby (w),2.6,,1.43,,,,3.5,1.78,-3.5,1.92,119.5,1.87,1.83,8.0
566,47,Portland Trail Blazers (Answer2208),Dallas Mavericks (broccolicabbage0),,,,,,,,,,,,,,
567,48,Wigan Warriors,Leeds Rhinos,1.01,20.0,15.0,,,,-12.5,1.83,12.5,1.87,33.5,1.76,1.94,18.0
568,49,O’Sullivan R,Wilson  Kyren,,,,,,,,,,,,,,18.0
569,50,Bal Orioles,Was Nationals,9.5,,1.04,,,,4.5,1.8,-4.5,1.9,10.5,2.0,1.72,17.0
570,51,Phi Phillies,NY Mets,2.2,,1.6,,,,1.5,1.5,-1.5,2.4,6.5,1.67,2.08,20.0
571,52,Det Tigers,Cle Indians,2.7,,1.4,,,,1.5,1.73,-1.5,2.0,11.5,2.0,1.72,23.0
572,53,Miami Marlins,Atl Braves,2.6,,1.43,,,,1.5,1.68,-1.5,2.05,4.5,1.95,1.75,18.0
573,54,Chicago White Sox,SL Cardinals,1.37,,2.85,,,,-1.5,1.9,1.5,1.8,8.5,1.95,1.75,20.0
574,55,Hou Astros,Sea Mariners,1.45,,2.6,,,,-1.5,2.07,1.5,1.68,7.5,2.03,1.7,19.0
575,56,Min Twins,KC Royals,2.25,,1.58,,,,1.5,1.68,-1.5,2.05,8.5,1.85,1.85,20.0
576,57,Chicago Cubs,Mil Brewers,1.11,,5.4,,,,-3.5,1.83,3.5,1.87,10.5,1.95,1.75,23.0
577,58,AVEZ,ESPADA,,,,,,,,,,,,,,
578,59,FURIA Esports,Team Liquid,2.55,,1.46,,,,,,,,,,,
579,60,BeastCoast,Thunder Predator,,,,,,,,,,,,,,
580,61,Virtus.Pro,Natus Vincere,,,,,,,,,,,,,,
581,62,DarkZero Esports,Team SoloMid,,,,,,,,,,,,,,
582,63,3rd map. DarkZero Esports,Team SoloMid,1.07,,6.9,,,,,,,,9.5,1.7,2.02,4.0
