,Unnamed: 0,Player 1,Player 2,1,X,2,1X,12,X2,Hcap.,1*,Hcap.*,2*,Total,O,U,Extras
328,38,Napoli (Den1Bravo),INTER MILAN (Spursmax),,,,,,,-2.5,4.3,2.5,1.18,4.5,2.4,1.5,4.0
329,39,SASSUOLO (OLOM),Fiorentina (Vito),4.4,1.35,9.0,1.03,2.95,1.17,0.0,1.4,0.0,2.7,2.5,2.9,1.35,4.0
330,40,Rappersvil,Thurgau,,,,,,,-4.5,1.77,4.5,1.93,6.5,1.85,1.85,66.0
331,41,Visp,Langental,1.15,7.9,12.0,,1.05,4.7,-2.5,1.8,2.5,1.9,6.5,1.7,2.02,128.0
332,42,Royals Saint Petersburg,Bonava Saint Petersburg,1.11,9.5,13.0,,1.02,5.5,-3.5,2.15,3.5,1.63,7.5,1.65,2.1,93.0
333,43,St. Louis Blues (shuval13DGL),Toronto Maple Leafs (Kumaaa1998),,,,,,,,,,,,,,
334,44,Orlando Magic,Brooklyn Nets,,,,,,,9.5,2.75,-9.5,1.45,207.5,1.72,2.12,24.0
335,45,SA Spurs,Houston Rockets,1.18,,4.9,,,,-9.5,1.9,9.5,1.9,232.5,1.93,1.87,24.0
336,46,Ridikas,Craptors,1.67,,2.07,,,,-2.5,1.87,2.5,1.83,143.5,1.85,1.85,8.0
337,47,NRG,Kurband Kiev,1.04,,8.3,,,,-18.5,1.83,18.5,1.87,140.5,1.87,1.83,6.0
338,48,Manazeh,Bizertin,,,,,,,-26.5,1.87,26.5,1.83,138.5,1.87,1.83,
339,49,Utah Jazz (Sphynx),Denver Nuggets (Potter),2.65,,1.42,,,,5.5,1.8,-5.5,1.9,190.5,1.87,1.83,6.0
340,50,San Antonio Sp. (Jasmine),GS Warriors (Elsa),,,,,,,-5.5,1.83,5.5,1.87,197.5,1.87,1.83,6.0
341,51,Minnesota Timb. (Allka),Indiana Pacers (Lily),1.57,,2.25,,,,-3.5,1.9,3.5,1.8,209.5,1.87,1.83,6.0
342,52,Dallas Mavericks (broccolicabbage0),Portland Trail Blazers (Answer2208),2.65,,1.42,,,,3.5,1.75,-3.5,1.95,109.5,1.83,1.87,6.0
343,53,Ballerz-hatetw (white),Ringers-terpilka7(черные),1.35,,2.9,,,,-3.5,1.85,3.5,1.85,37.5,1.85,1.85,2.0
344,54,NNI Basket,Dragons Mława,,,,,,,,,,,,,,
345,55,Bystron Ostrava,TJ Znojmo,,,,,,,-7.5,1.83,7.5,1.87,16.5,1.7,2.03,46.0
346,56,Ze Pug Godz,Triumph,,,,,,,,,,,,,,
347,57,CR4ZY,Infamous,,,,,,,,,,,,,,
348,58,Team Caspium,Team Nova,,,,,,,,,,,,,,
